listing_id,host_id,occupancy,price,number_of_reviews,rating,accommodates,minimum_nights,bedrooms,bathrooms,beds,host_is_superhost,pro_host,entire_home,instant_bookable
1603,56,72,325,14,4.95,8,6,4,3,4,1,1,1,0
1604,866,17,450,41,4.95,4,5,2,1,2,1,0,1,0
1605,529,1,65,1,0,2,1,1,1,1,0,0,0,1
1606,880,13,261,27,5,7,7,2,1,4,1,1,1,0
1607,970,88,68,93,4.9,4,3,1,1,3,1,1,1,1
1608,922,67,39,55,4.9,1,1,1,1,1,1,1,0,1
1609,460,89,73,59,4.15,4,1,1,1,2,0,1,1,1
1610,555,90,628,33,4.8,10,3,4,3,4,0,0,1,0
1611,515,3,211,37,4.6,3,3,1,1,2,0,1,1,0
1612,389,68,96,30,4.65,2,3,1,1,1,0,1,1,0
1613,1066,40,2132,63,4.85,16,3,8,7,9,0,0,1,0
1614,203,12,299,8,4.25,6,3,2,2,4,0,1,1,0
1615,465,90,175,17,5,6,3,3,2,4,0,0,1,0
1616,933,0,399,17,4.6,5,3,2,2,3,0,1,1,0
1617,562,13,87,4,4.25,4,1,1,1,2,0,1,1,1
1618,147,4,199,4,5,6,3,2,2,3,0,1,1,0
1619,839,41,56,76,4.15,2,1,1,1,1,0,1,1,1
1620,972,13,73,51,4.35,4,1,1,1,2,0,1,1,1
1621,656,3,181,1,5,6,1,2,2,3,0,1,1,0
1622,645,36,193,14,4.5,3,3,1,1,2,0,1,1,1
1623,687,19,190,3,5,6,3,2,2,4,0,1,1,0
1624,623,66,275,19,5,4,6,2,2,2,1,1,1,0
1625,108,60,118,1,5,4,2,1,1,2,1,1,1,0
1626,733,4,1223,35,4.9,16,3,7,5,15,1,1,1,0
1627,900,49,300,93,4.9,8,7,4,3,4,1,0,1,0
1628,946,90,99,48,4.95,2,3,1,1,2,0,1,1,0
1629,860,89,275,50,4.8,10,3,4,3,7,0,0,1,1
1630,227,79,314,18,5,6,6,3,2,3,1,1,1,0
1631,261,51,80,5,4.8,4,20,1,1,2,0,0,1,0
1632,599,42,208,17,4.35,8,2,4,3.5,4,0,1,1,1
1633,568,7,85,6,4.6,4,90,1,1,2,0,0,1,0
1634,798,1,170,8,3.55,4,3,1,1.5,1,0,1,1,0
1635,1133,43,74,155,4.9,2,2,1,1,1,1,1,1,1
1636,182,52,210,114,4.65,6,2,3,2,3,0,0,1,1
1637,584,0,53,67,4.9,2,2,1,1,1,1,0,0,0
1638,782,2,111,2,5,2,3,1,2,1,0,0,0,0
1639,443,54,106,1,1,2,2,1,1,1,1,1,1,0
1640,513,54,112,11,4.2,4,2,1,1,2,1,1,1,0
1641,260,90,102,45,4.85,2,2,1,1,2,1,1,1,1
1642,921,29,59,68,4.2,2,1,1,1,1,0,1,1,1
1643,436,70,130,107,4.8,4,3,1,1,2,1,0,1,0
1644,468,2,264,30,4.45,6,7,2,2.5,3,0,0,1,0
1645,913,12,141,67,4.75,6,3,2,2,3,0,1,1,0
1646,173,59,150,11,5,6,2,2,2,4,1,1,1,0
1647,335,54,133,1,5,6,2,2,2,4,1,1,1,0
1648,543,90,120,330,4.85,2,1,1,1,2,1,1,1,1
1649,271,35,131,74,4.75,4,3,1,1,1,0,1,1,0
1650,584,1,3500,2,0,3,1,3,2,2,0,0,0,0
1651,793,71,129,108,4.9,12,4,4,2,4,1,0,1,1
1652,179,34,61,124,4.6,2,1,1,1,1,0,1,1,1
1653,919,56,90,34,4.8,4,3,1,1,3,1,1,1,1
1654,878,9,138,14,4.45,6,2,2,2,3,0,1,1,1
1655,447,7,450,1,0,4,10,1,1,2,0,0,1,1
1656,93,38,135,88,4.95,4,3,1,1,2,1,1,1,1
1657,547,27,49,54,4.25,3,4,2,1,2,0,0,1,1
1658,857,54,112,10,4.9,4,2,1,1,2,1,1,1,0
1659,361,90,47,14,4.65,1,30,1,1,1,0,1,1,0
1660,214,44,185,5,4,6,30,3,3,3,0,1,1,0
1661,973,1,100,6,5,3,7,1,1,1,0,0,1,0
1662,149,35,90,13,4.85,5,7,2,2,4,1,1,1,0
1663,868,3,119,20,4.8,4,6,2,1,2,1,1,1,0
1664,533,7,59,145,4.85,4,5,1,1,1,1,1,1,1
1665,55,46,13,93,4.55,1,1,1,2,1,0,1,0,1
1666,787,89,69,164,4.55,4,1,2,1,3,0,0,1,1
1667,455,0,43,4,3.75,1,3,1,1,1,0,0,0,0
1668,631,54,118,2,5,4,2,1,1,2,1,1,1,0
1669,961,21,56,225,4.75,3,2,1,1,2,0,0,1,0
1670,570,41,230,71,4.5,14,3,4,3,8,0,0,1,1
1671,717,35,38,126,4.95,1,1,1,1,1,1,1,0,0
1672,990,0,32,2,3,1,1,1,1,1,0,0,0,0
1673,115,35,81,148,4.8,4,2,1,1.5,2,0,1,1,1
1674,1146,0,90,38,4.95,2,3,1,1,1,1,1,0,0
1675,3,54,133,7,4.85,6,2,2,2,4,1,1,1,0
1676,125,0,89,44,4.75,2,5,1,1,1,0,1,1,0
1677,350,9,47,31,4.65,2,3,1,1,1,0,0,0,0
1678,910,0,81,97,4.7,4,1,1,1,1,0,1,1,0
1679,33,16,239,13,4.85,5,5,2,2,3,0,0,1,0
1680,1149,6,66,23,4.5,2,1,1,1,0,0,1,1,0
1681,53,7,68,1,0,3,120,1,1,2,0,0,1,0
1682,479,53,289,121,5,9,3,3,2,5,1,0,1,1
1683,117,31,105,52,4.65,4,3,1,1,4,0,0,1,1
1684,248,90,189,31,4.7,6,2,2,2,3,0,1,1,0
1685,476,16,80,398,4.85,2,1,1,1,1,1,1,0,1
1686,320,0,75,88,4.75,2,2,1,1,1,0,1,1,1
1687,847,12,129,62,4.4,6,3,2,2,3,0,1,1,0
1688,703,0,76,50,4.55,2,5,1,1,1,0,1,1,0
1689,53,0,399,39,5,4,3,2,2,3,0,1,1,0
1690,67,21,96,82,4.8,6,3,2,1,3,1,1,1,0
1691,423,5,95,114,4.75,4,2,2,1,2,1,0,1,0
1692,589,0,74,16,4.65,2,1,2,1,1,1,1,0,0
1693,846,15,64,67,4.9,5,1,2,1,2,1,1,1,0
1694,258,6,112,15,4.75,4,4,1,1,2,0,1,0,0
1695,198,36,75,33,4.4,4,4,1,1,2,0,1,1,0
1696,947,10,80,116,4.95,2,3,1,1,1,1,1,1,0
1697,862,56,364,6,5,10,3,4,3,5,0,1,1,0
1698,918,75,70,85,5,4,2,2,1,3,1,1,0,1
1699,192,73,211,105,4.85,7,3,3,2,4,1,1,1,1
1700,699,16,75,26,4.7,3,1,1,1.5,1,0,0,1,0
1701,1006,2,132,9,5,4,4,1,1,2,0,1,0,0
1702,778,67,59,152,4.8,2,30,1,1,2,1,0,1,0
1703,739,32,46,174,4.8,2,3,1,1,1,1,1,1,0
1704,258,75,46,98,4.85,2,3,1,1,1,1,0,0,0
1705,1037,58,35,27,4.75,2,5,1,1,2,0,0,0,0
1706,545,37,100,79,4.9,4,1,2,1,2,1,1,1,1
1707,158,3,61,320,4.8,2,1,1,1,2,1,1,0,1
1708,765,89,229,73,4.8,7,1,3,2,6,1,1,1,0
1709,728,90,103,10,3.65,4,2,1,1,4,0,1,1,1
1710,876,50,135,63,4.9,4,4,2,1,2,1,0,1,0
1711,612,90,395,37,4.85,10,4,5,2,7,1,1,1,0
1712,453,90,62,88,4.95,3,2,1,1,1,1,0,1,1
1713,612,57,51,56,4.1,2,1,1,1,1,0,1,1,1
1714,945,15,349,42,4.75,12,1,4,4,4,0,1,1,1
1715,257,31,145,1,5,2,3,1,1,1,0,1,1,1
1716,567,27,600,4,5,6,7,3,3,3,1,1,1,0
1717,812,23,200,5,4.2,8,3,3,2.5,4,0,1,1,0
1718,913,51,90,232,4.95,4,1,1,1,2,1,0,1,1
1719,273,56,299,111,4.7,16,1,5,3,5,0,1,1,1
1720,258,58,625,2,4,6,6,3,2,4,0,1,1,1
1721,1076,37,98,5,5,4,4,1,1,2,0,1,1,1
1722,214,2,79,13,4.6,2,2,1,1,1,0,1,0,0
1723,210,2,199,5,4.2,6,3,2,2,3,0,1,1,0
1724,522,2,199,6,4.65,6,2,2,2,3,0,1,1,0
1725,211,28,255,64,4.95,14,3,5,3,10,1,1,1,0
1726,188,63,252,91,5,6,4,2,2,3,1,1,1,0
1727,536,67,50,7,5,4,7,1,2,1,0,1,1,0
1728,762,16,41,127,4.7,2,2,1,1,1,0,1,1,1
1729,262,27,247,7,4.45,6,3,2,2,3,0,1,1,1
1730,455,5,220,44,4.8,6,2,2,2,3,0,1,1,0
1731,913,90,55,5,3,2,90,1,1,1,0,1,1,0
1732,872,50,238,16,5,6,3,2,2,5,1,1,1,1
1733,1067,11,34,50,4.95,1,3,1,1,1,1,1,0,1
1734,168,67,120,80,4.75,6,1,3,2.5,3,1,1,1,1
1735,634,49,249,79,4.95,4,5,2,2,2,1,0,1,0
1736,892,2,58,8,5,2,1,1,1,1,0,0,0,0
1737,817,90,190,3,3.35,6,3,2,2,3,0,1,1,0
1738,889,25,45,75,4.85,2,2,1,1,1,0,1,0,0
1739,49,4,35,25,4.7,1,1,1,1,1,0,0,0,0
1740,203,43,90,18,4.85,2,7,1,1,1,1,1,1,0
1741,271,75,218,58,4.8,10,4,5,3,6,0,0,1,1
1742,550,2,160,10,5,2,5,1,2,1,0,0,1,0
1743,9,90,67,12,4.25,3,1,1,1,2,0,1,1,0
1744,261,34,58,127,4.9,4,2,1,1,1,1,0,1,0
1745,75,39,249,38,4.65,8,4,4,2,5,1,0,1,0
1746,442,77,110,34,4.9,4,5,1,1,2,1,1,1,0
1747,312,27,35,199,4.7,1,30,1,1,1,0,1,1,0
1748,258,0,36,33,4.85,2,3,1,1,1,1,1,0,0
1749,227,24,75,31,5,2,30,1,1,2,0,1,1,0
1750,81,1,70,1,5,2,15,1,1,1,0,0,0,0
1751,1088,90,51,95,4.75,2,1,1,1,1,0,1,0,1
1752,440,89,317,22,4.75,10,3,4,2,5,1,1,0,0
1753,994,13,75,4,4.75,2,7,1,1,1,0,0,1,1
1754,248,25,29,52,4.75,2,1,1,1,1,1,1,0,1
1755,770,0,82,28,4.45,2,2,1,1,2,0,1,0,1
1756,1132,39,203,48,4.8,6,4,2,2,3,1,1,1,1
1757,500,58,76,146,4.3,5,1,1,1,0,0,0,0,1
1758,780,0,3428,17,4.9,16,3,7,4,9,1,1,1,0
1759,631,90,65,24,4.65,3,1,1,1,2,0,1,1,0
1760,757,26,176,125,4.9,8,4,3,1,3,1,0,1,0
1761,234,90,42,51,4.9,3,2,1,1,2,1,1,0,1
1762,1000,53,248,89,4.75,16,4,4,3,10,1,1,1,1
1763,525,39,94,56,4.95,2,1,1,1,2,1,1,1,1
1764,909,32,481,62,4.95,4,3,2,2,3,0,1,1,0
1765,1057,20,158,54,4.75,4,4,2,1,2,0,1,1,0
1766,809,24,320,86,4.85,9,3,4,3,5,1,1,1,1
1767,542,90,48,128,4.95,2,1,1,1,1,1,0,0,1
1768,674,0,199,17,4.65,6,3,2,2,3,0,1,0,0
1769,186,8,400,11,5,8,5,3,2.5,4,0,1,1,1
1770,838,0,92,96,4.55,4,2,1,1,2,0,1,1,0
1771,381,0,89,78,4.55,4,2,1,1,2,0,1,1,0
1772,554,0,45,5,4.4,2,14,1,1,0,0,1,0,0
1773,4,0,131,51,4.8,4,3,1,1,2,1,1,1,1
1774,913,62,25,12,4.5,2,1,1,1,1,0,1,0,0
1775,348,87,30,11,4.9,1,30,1,1,1,1,1,1,0
1776,1,61,30,11,4.8,1,30,1,1,1,1,1,1,0
1777,391,57,446,59,4.9,10,3,4,3,5,1,1,1,0
1778,888,39,70,38,4.9,6,4,2,2,3,1,1,1,0
1779,974,1,150,18,4.05,5,2,1,2,2,0,0,1,0
1780,552,11,80,294,4.7,7,1,3,2,4,0,1,1,0
1781,10,16,134,24,5,5,4,2,1,2,1,1,1,1
1782,829,36,51,241,4.9,2,1,1,1,1,1,1,1,0
1783,1111,45,100,7,4.45,6,30,2,2,3,0,0,1,0
1784,1146,40,22,11,5,1,3,1,1,1,0,1,0,0
1785,64,0,53,49,4.65,4,1,1,1,2,0,1,1,0
1786,121,90,79,60,4.4,4,3,1,1,1,0,1,1,1
1787,353,36,270,56,4.7,6,2,3,3,4,0,1,1,1
1788,1053,28,146,141,4.85,6,2,2,2,2,1,1,1,1
1789,1071,13,57,129,4.85,2,3,1,1,0,1,1,1,1
1790,974,68,368,120,4.95,8,3,3,3,4,1,1,1,0
1791,298,20,125,71,4.9,4,3,1,1,1,1,1,1,1
1792,129,14,100,44,4.65,4,7,1,1,2,0,0,1,0
1793,1052,31,199,9,4.9,6,2,2,2,4,1,1,1,1
1794,365,1,66,5,4.2,2,1,1,1.5,1,0,0,0,0
1795,1033,77,499,26,4.95,6,6,4,3,6,1,1,1,1
1796,1128,17,120,9,5,2,5,1,1,4,1,0,1,0
1797,260,61,118,5,5,4,1,2,2,3,0,1,1,0
1798,828,0,35,79,4.6,1,1,1,1,1,0,1,0,1
1799,618,54,318,60,5,6,3,3,2.5,4,0,1,1,0
1800,572,72,185,55,4.75,4,5,1,1,2,0,0,1,0
1801,904,20,190,24,4.9,4,3,1,1,2,0,1,1,0
1802,82,40,30,12,4.4,2,1,1,1,1,0,1,0,0
1803,403,22,26,37,4.7,1,1,1,1,1,0,0,0,0
1804,93,20,183,27,4.85,3,3,1,1,1,0,1,1,0
1805,949,10,59,43,4.6,6,2,1,1,2,0,1,1,0
1806,875,83,95,10,4.8,6,2,3,2,3,1,0,1,0
1807,409,17,49,29,4.9,1,2,1,1,1,1,1,0,0
1808,771,21,325,101,4.85,10,3,4,2,5,1,1,1,0
1809,573,22,286,22,5,6,3,3,2,3,1,1,1,0
1810,66,45,446,30,4.5,10,3,5,3.5,5,0,0,1,0
1811,820,45,155,124,4.95,4,3,2,2,3,1,1,1,1
1812,824,10,83,131,4.75,5,1,1,1,3,0,1,1,1
1813,248,8,70,81,5,4,3,1,1,1,1,1,1,1
1814,557,90,58,31,4.55,2,5,1,1,1,0,1,1,0
1815,86,90,82,101,4.8,6,1,2,1,3,0,0,1,0
1816,280,66,339,27,4.95,8,6,4,2,4,1,1,1,0
1817,400,5,70,86,4.95,4,2,1,1,1,1,1,1,1
1818,455,89,528,30,4.9,8,4,4,3.5,4,1,0,1,0
1819,499,36,69,82,4.8,4,2,1,1,2,1,1,1,1
1820,701,28,100,9,4.2,4,3,1,1,2,0,1,1,0
1821,57,28,90,6,4.15,5,3,1,1.5,3,0,1,1,0
1822,156,53,328,37,4.7,10,4,5,2,7,1,1,1,0
1823,740,6,64,94,4.9,4,3,1,1,1,1,1,1,1
1824,529,44,318,14,4.65,10,1,5,2,8,1,1,1,0
1825,75,38,235,13,4.35,6,3,2,2,4,0,1,1,0
1826,953,58,79,123,4.8,4,2,1,1,2,0,1,1,1
1827,830,84,436,128,4.85,8,1,3,2,4,1,1,1,0
1828,21,90,81,67,4.7,4,2,1,1,1,0,1,1,1
1829,630,67,70,87,4.9,4,3,1,1,1,1,1,1,1
1830,934,6,193,9,4.65,2,3,1,1,2,0,1,1,1
1831,148,60,169,58,4.7,5,3,2,1,2,0,0,1,0
1832,534,3,110,12,4.35,4,30,1,1,2,0,0,1,0
1833,842,90,112,14,4.8,5,1,1,1,3,0,0,1,0
1834,771,47,170,18,4.8,6,4,3,2.5,3,0,0,1,1
1835,528,66,211,52,4.9,6,4,3,2,3,1,1,1,0
1836,1116,90,45,40,4.65,2,1,1,1,1,0,0,0,0
1837,447,86,90,59,4.75,4,4,1,1,2,0,1,1,1
1838,68,90,135,5,4.8,4,120,2,1.5,2,1,1,1,0
1839,1072,0,83,31,4.1,3,1,1,1,2,0,1,1,0
1840,423,62,45,205,4.9,4,1,1,1,2,1,0,1,0
1841,529,12,81,81,4.75,3,1,1,1,1,1,1,1,0
1842,277,0,229,9,4.45,3,3,1,1,1,0,1,1,0
1843,284,90,110,19,5,5,3,2,2,3,0,0,1,0
1844,971,8,38,58,4.75,2,2,1,1,3,1,1,0,0
1845,463,90,58,28,4.8,2,4,1,1,2,0,0,1,1
1846,455,90,65,62,4.8,2,4,1,1,2,1,0,1,0
1847,527,8,45,50,4.85,1,3,1,1,1,0,0,0,1
1848,591,0,60,54,4.85,2,1,1,1,1,1,1,0,0
1849,367,13,69,35,4.7,4,3,1,1,1,1,1,1,0
1850,840,39,180,10,5,4,2,1,1,2,0,0,1,0
1851,735,77,299,20,5,6,2,2,2,3,0,1,1,0
1852,309,0,78,42,4.7,2,5,1,1,1,0,1,1,0
1853,209,26,150,124,4.85,8,3,3,2,3,1,1,1,0
1854,1031,48,411,79,4.95,10,4,5,5,7,1,1,1,0
1855,845,44,77,172,4.95,2,2,2,1,2,1,0,0,1
1856,726,15,108,127,4.95,2,1,1,1,1,1,1,1,1
1857,258,5,126,68,4.9,2,1,1,1,2,1,1,1,1
1858,22,1,40,30,4.85,2,3,1,1,1,1,1,0,0
1859,719,62,250,15,5,2,7,1,1,1,1,1,1,0
1860,956,79,246,21,4.9,4,5,2,2,3,1,1,1,0
1861,311,71,94,30,4.85,4,5,1,1,2,0,1,1,1
1862,632,10,103,95,4.8,3,1,1,1,1,1,1,1,1
1863,132,3,78,90,4.9,3,1,1,1,1,1,1,1,0
1864,1057,90,100,4,4.75,4,14,1,1,2,0,0,1,0
1865,258,33,108,160,4.95,2,1,1,1,1,1,1,1,1
1866,201,36,160,39,4.85,6,1,2,2,5,0,1,1,1
1867,777,0,108,17,4.55,2,2,1,1,1,0,1,1,1
1868,1067,0,82,31,4.15,2,2,1,1,2,0,1,1,1
1869,1003,4,84,71,4.85,4,2,1,1,6,1,0,1,1
1870,268,90,99,45,4.95,4,3,2,1,4,1,1,1,0
1871,592,5,72,12,4.4,2,1,1,1,2,0,1,1,1
1872,391,11,94,77,4.85,3,1,1,1,1,1,1,1,1
1873,992,25,88,24,4.75,2,2,1,1,2,0,1,1,1
1874,891,0,100,1,4,3,7,1,1,2,0,1,1,0
1875,530,67,649,3,5,6,3,2,2,3,1,1,1,1
1876,887,5,165,9,3.7,5,2,2,2,3,0,1,1,0
1877,833,6,95,1,5,4,7,1,1,1,0,1,0,0
1878,332,15,96,72,4.55,4,2,1,1,3,0,1,1,0
1879,352,61,89,26,4.85,2,1,1,1,1,0,1,1,0
1880,163,7,35,2,5,1,180,1,1,1,0,1,0,0
1881,994,0,79,52,4.85,2,5,1,1,1,0,1,1,0
1882,258,20,75,87,4.8,3,1,1,1,2,0,1,1,1
1883,212,78,100,9,5,4,7,1,1,2,1,0,1,0
1884,104,8,87,60,4.8,3,1,1,1,1,1,1,1,0
1885,475,16,128,79,4.7,6,1,3,2.5,4,1,0,1,0
1886,926,6,112,42,4.65,2,2,1,1,1,0,1,1,1
1887,423,0,82,23,4.65,2,2,1,1,2,0,1,0,1
1888,258,0,499,11,4.7,6,3,1,2.5,2,0,0,0,0
1889,880,9,108,15,4.75,2,2,1,1,1,0,1,1,1
1890,182,90,118,18,4.9,2,2,1,3.5,2,0,0,0,0
1891,528,0,82,29,4.75,2,2,1,1,2,0,1,0,1
1892,631,29,108,153,4.95,2,1,1,1,1,1,1,1,1
1893,728,30,132,18,4.6,2,2,1,1,1,0,1,1,1
1894,112,30,102,21,4.5,2,2,1,1,2,0,1,1,1
1895,801,90,69,31,4.6,4,2,1,1,3,0,1,1,1
1896,83,6,499,27,5,10,5,3,2.5,5,0,1,1,0
1897,49,90,159,91,4.9,4,3,1,1,2,1,1,1,0
1898,446,6,310,16,4.9,6,6,2,2,3,1,0,0,0
1899,1024,24,79,9,4.2,4,3,2,2,2,0,1,1,0
1900,573,1,145,2,3,4,6,1,1.5,1,0,1,0,0
1901,426,0,14,30,4.75,5,1,1,1,0,0,1,0,0
1902,393,41,121,124,4.75,4,2,2,1,2,1,1,1,0
1903,223,4,74,83,4.75,3,1,1,1,1,1,1,1,1
1904,259,89,81,176,4.85,4,2,1,1,1,1,1,1,0
1905,97,25,90,7,5,4,1,1,1.5,3,0,1,1,0
1906,254,1,47,74,4.85,2,3,1,1,1,1,1,0,0
1907,271,36,265,8,4.9,6,5,2,2,5,0,0,1,0
1908,654,36,59,137,4.9,2,3,1,1,1,1,1,1,0
1909,1138,90,112,68,4.8,7,1,3,1,5,0,0,1,0
1910,77,9,96,112,4.8,3,1,1,1,2,1,1,1,0
1911,565,66,125,23,4.7,6,3,2,2,3,0,1,1,0
1912,225,67,40,124,4.8,1,2,1,1,1,0,1,0,1
1913,258,17,342,63,4.8,14,2,5,3,7,1,0,1,0
1914,276,0,50,2,5,2,2,1,1,0,0,0,0,0
1915,735,3,120,30,4.55,3,2,1,1,1,0,1,1,1
1916,131,0,63,46,4.7,3,2,1,1,2,0,1,0,0
1917,330,45,107,28,4.75,4,3,2,1.5,4,1,1,1,0
1918,354,49,57,151,4.85,2,3,1,1,1,1,1,1,0
1919,552,0,407,1,0,6,8,2,2,3,0,1,1,0
1920,840,9,300,30,5,6,4,2,1,4,1,1,1,1
1921,1058,68,50,155,4.8,2,2,1,1,1,0,0,0,1
1922,559,25,39,21,5,2,2,1,1,1,1,1,0,1
1923,84,6,33,61,4.65,2,2,1,3,2,0,1,0,0
1924,624,20,350,36,4.8,12,2,4,2,8,0,0,1,0
1925,69,89,85,62,4.75,4,2,1,1,2,0,1,1,0
1926,879,3,38,77,4.75,2,2,1,3,1,0,1,0,0
1927,397,8,99,77,4.75,6,7,1,1.5,3,0,1,1,1
1928,182,3,39,104,4.6,2,2,1,3,2,0,1,0,0
1929,657,0,47,70,4.8,2,2,1,3,1,0,1,0,1
1930,466,52,336,19,4.95,8,3,3,3.5,6,1,0,1,0
1931,584,35,37,63,4.85,2,2,1,1,1,0,0,0,0
1932,554,90,75,16,4.8,2,30,1,1,1,1,1,1,0
1933,1065,90,139,45,4.95,8,3,3,2,5,1,0,1,1
1934,516,36,79,103,4.9,4,2,1,1,2,1,1,1,1
1935,679,16,77,100,4.9,4,2,1,1,2,1,1,1,1
1936,1020,1,85,39,4.95,2,3,1,1,1,1,1,0,0
1937,416,89,49,92,4.9,2,3,1,1,2,1,1,1,0
1938,468,3,365,92,4.65,11,3,3,2,6,0,1,1,1
1939,965,67,60,50,4.7,2,2,1,1,1,0,1,1,0
1940,291,0,57,55,4.95,2,2,1,1,1,1,0,0,1
1941,942,17,149,47,4.9,5,2,2,2,2,0,1,1,1
1942,400,44,530,32,4.9,2,3,1,1,2,1,1,1,1
1943,294,66,99,27,4.6,4,2,1,1,2,0,1,1,0
1944,610,0,116,20,4.75,2,2,1,1,1,0,0,1,0
1945,509,10,84,118,4.65,5,1,1,1,2,0,1,1,1
1946,424,9,89,141,4.65,5,1,1,1,3,0,1,1,1
1947,25,5,54,137,4.7,3,1,1,1,2,0,1,1,1
1948,775,72,175,53,5,6,3,3,2,4,1,0,1,0
1949,178,48,360,2,4.5,8,5,4,2.5,5,0,1,1,0
1950,455,2,220,5,4,4,2,1,1,2,0,1,1,1
1951,723,15,52,74,4.9,4,3,1,1,1,1,1,1,1
1952,1155,31,300,26,4.7,6,31,3,3,3,0,0,1,0
1953,775,68,210,24,4.8,8,3,3,2,4,1,1,1,0
1954,681,2,116,71,5,2,2,1,1,1,1,0,0,0
1955,832,0,190,8,3.75,2,1,1,1.5,1,0,1,0,0
1956,305,90,75,5,5,2,30,1,1,1,1,1,0,0
1957,230,15,80,78,4.75,3,1,1,1,2,1,1,1,1
1958,775,10,161,67,4.75,8,4,4,1,4,0,0,1,1
1959,450,14,150,32,4.5,4,2,2,1,3,0,1,1,0
1960,59,35,249,16,4.95,9,5,4,2,5,1,1,1,0
1961,848,37,76,139,4.9,3,2,1,1,1,1,1,1,1
1962,376,8,139,49,4.8,4,5,2,1,2,0,1,1,0
1963,672,18,44,19,4.65,1,1,1,1,1,1,0,0,0
1964,290,71,252,60,5,6,4,3,2,3,1,1,1,0
1965,686,21,86,53,4.75,4,3,2,1,2,0,1,1,1
1966,256,29,113,101,4.8,5,1,3,2,5,1,1,1,0
1967,446,23,114,139,5,4,3,1,1.5,2,1,0,1,0
1968,119,13,150,87,4.9,5,2,1,1,1,0,1,1,1
1969,410,7,51,52,4.75,4,1,1,1,2,1,1,1,1
1970,733,10,120,142,4.75,2,2,1,1,1,0,1,1,1
1971,406,67,39,37,4.5,1,1,1,1,1,0,1,0,0
1972,238,20,83,81,5,4,1,1,1,2,1,1,1,1
1973,623,25,62,97,4.95,2,1,1,1,1,1,1,1,1
1974,936,27,228,6,5,4,2,1,1,2,0,1,1,1
1975,359,80,334,48,4.8,10,4,5,3,6,1,1,1,0
1976,394,0,45,25,5,2,1,1,1,1,0,0,0,0
1977,443,47,145,10,5,7,179,3,2,4,0,1,1,0
1978,414,2,110,21,4.85,2,5,1,1,2,0,0,1,0
1979,558,55,395,21,4.95,8,5,3,3,4,1,1,1,0
1980,551,27,200,100,4.75,6,2,3,2,4,0,0,1,0
1981,155,74,85,1,0,3,14,1,1,1,0,0,1,0
1982,376,21,55,365,4.85,2,1,1,1,1,1,0,1,1
1983,706,2,52,59,4.8,1,7,1,1,1,1,1,0,0
1984,873,90,70,24,4.4,2,30,1,1,1,0,1,1,0
1985,880,20,86,269,4.75,9,1,3,2,5,0,1,1,0
1986,603,16,40,61,4.8,1,2,1,1,1,0,1,0,1
1987,820,1,300,10,4.1,6,4,2,2,6,0,1,1,0
1988,774,90,168,78,4.9,6,3,2,1,3,1,1,1,0
1989,135,28,58,44,4.85,2,4,1,1,1,1,1,1,1
1990,851,90,35,58,4.5,1,1,1,1,1,0,1,0,0
1991,998,9,98,78,4.7,2,2,1,1,1,0,1,1,0
1992,36,1,120,9,4.75,2,1,1,1,0,0,0,0,0
1993,1083,49,234,92,4.9,4,2,1,1,0,1,1,1,1
1994,191,64,199,65,4.35,8,3,4,2,5,0,0,1,1
1995,303,0,40,47,4.85,2,4,1,1,1,1,1,0,0
1996,137,25,76,21,4.6,3,1,1,1,2,0,1,1,0
1997,1001,5,49,39,4.6,3,2,1,1,2,0,1,1,0
1998,930,0,284,50,4.6,12,2,3,2,3,0,1,1,0
1999,255,0,70,28,4.95,2,1,1,1,1,0,0,0,0
2000,1151,18,76,128,4.8,5,1,1,1,3,0,1,1,1
